Lab,Num,gGSP,file,Metric,Target,Type,MetricName,MetricIsRMSD,MetricIsTM,label,rank_gGSP,rank_Metric,delta_rank_signed,delta_rank_abs
chen,10,0.606,Chen_10,19.413,PZ26tBox,Riboswitch,RMSD,True,False,chen_10,42.0,54.0,-12.0,12.0
chen,2,0.623,Chen_2,18.828,PZ26tBox,Riboswitch,RMSD,True,False,chen_2,37.0,52.0,-15.0,15.0
chen,3,0.611,Chen_3,20.085,PZ26tBox,Riboswitch,RMSD,True,False,chen_3,40.0,58.0,-18.0,18.0
chen,4,0.61,Chen_4,18.096,PZ26tBox,Riboswitch,RMSD,True,False,chen_4,41.0,48.0,-7.0,7.0
chen,5,0.615,Chen_5,17.121,PZ26tBox,Riboswitch,RMSD,True,False,chen_5,39.0,38.0,1.0,1.0
chen,6,0.594,Chen_6,17.387,PZ26tBox,Riboswitch,RMSD,True,False,chen_6,47.0,42.0,5.0,5.0
chen,7,0.585,Chen_7,19.451,PZ26tBox,Riboswitch,RMSD,True,False,chen_7,51.0,55.0,-4.0,4.0
chen,8,0.599,Chen_8,17.783,PZ26tBox,Riboswitch,RMSD,True,False,chen_8,46.0,45.0,1.0,1.0
chen,9,0.602,Chen_9,14.85,PZ26tBox,Riboswitch,RMSD,True,False,chen_9,45.0,7.0,38.0,38.0
das,1,0.699,Das_1,16.356,PZ26tBox,Riboswitch,RMSD,True,False,das_1,7.0,20.0,-13.0,13.0
das,10,0.689,Das_10,16.291,PZ26tBox,Riboswitch,RMSD,True,False,das_10,26.0,19.0,7.0,7.0
das,2,0.7,Das_2,16.452,PZ26tBox,Riboswitch,RMSD,True,False,das_2,5.0,22.0,-17.0,17.0
das,3,0.69,Das_3,16.085,PZ26tBox,Riboswitch,RMSD,True,False,das_3,23.0,15.0,8.0,8.0
das,4,0.698,Das_4,16.286,PZ26tBox,Riboswitch,RMSD,True,False,das_4,9.0,17.0,-8.0,8.0
das,5,0.688,Das_5,15.759,PZ26tBox,Riboswitch,RMSD,True,False,das_5,27.0,9.0,18.0,18.0
das,6,0.684,Das_6,13.2,PZ26tBox,Riboswitch,RMSD,True,False,das_6,30.0,1.0,29.0,29.0
das,7,0.704,Das_7,16.617,PZ26tBox,Riboswitch,RMSD,True,False,das_7,2.0,28.0,-26.0,26.0
das,8,0.695,Das_8,16.642,PZ26tBox,Riboswitch,RMSD,True,False,das_8,14.0,30.0,-16.0,16.0
das,9,0.695,Das_9,17.346,PZ26tBox,Riboswitch,RMSD,True,False,das_9,14.0,40.0,-26.0,26.0
ding,1,0.531,Ding_1,16.507,PZ26tBox,Riboswitch,RMSD,True,False,ding_1,54.0,25.0,29.0,29.0
ding,2,0.459,Ding_2,17.375,PZ26tBox,Riboswitch,RMSD,True,False,ding_2,61.0,41.0,20.0,20.0
ding,3,0.524,Ding_3,16.011,PZ26tBox,Riboswitch,RMSD,True,False,ding_3,55.0,14.0,41.0,41.0
farfar2,1,0.7,FARFAR2_1,16.452,PZ26tBox,Riboswitch,RMSD,True,False,farfar2_1,5.0,22.0,-17.0,17.0
farfar2,10,0.69,FARFAR2_10,16.085,PZ26tBox,Riboswitch,RMSD,True,False,farfar2_10,23.0,15.0,8.0,8.0
farfar2,2,0.698,FARFAR2_2,16.286,PZ26tBox,Riboswitch,RMSD,True,False,farfar2_2,9.0,17.0,-8.0,8.0
farfar2,3,0.688,FARFAR2_3,15.759,PZ26tBox,Riboswitch,RMSD,True,False,farfar2_3,27.0,9.0,18.0,18.0
farfar2,4,0.684,FARFAR2_4,13.2,PZ26tBox,Riboswitch,RMSD,True,False,farfar2_4,30.0,1.0,29.0,29.0
farfar2,5,0.688,FARFAR2_5,15.695,PZ26tBox,Riboswitch,RMSD,True,False,farfar2_5,27.0,8.0,19.0,19.0
farfar2,6,0.704,FARFAR2_6,16.617,PZ26tBox,Riboswitch,RMSD,True,False,farfar2_6,2.0,28.0,-26.0,26.0
farfar2,7,0.695,FARFAR2_7,16.642,PZ26tBox,Riboswitch,RMSD,True,False,farfar2_7,14.0,30.0,-16.0,16.0
farfar2,8,0.683,FARFAR2_8,13.397,PZ26tBox,Riboswitch,RMSD,True,False,farfar2_8,32.0,3.0,29.0,29.0
farfar2,9,0.693,FARFAR2_9,17.824,PZ26tBox,Riboswitch,RMSD,True,False,farfar2_9,19.0,46.0,-27.0,27.0
rnacomposer,1,0.605,RNAComposer_1,20.901,PZ26tBox,Riboswitch,RMSD,True,False,rnacomposer_1,44.0,62.0,-18.0,18.0
rnacomposer,2,0.588,RNAComposer_2,21.216,PZ26tBox,Riboswitch,RMSD,True,False,rnacomposer_2,48.0,63.0,-15.0,15.0
rnacomposer,3,0.606,RNAComposer_3,18.211,PZ26tBox,Riboswitch,RMSD,True,False,rnacomposer_3,42.0,49.0,-7.0,7.0
simrna,1,0.521,SimRNA_1,17.096,PZ26tBox,Riboswitch,RMSD,True,False,simrna_1,56.0,37.0,19.0,19.0
simrna,2,0.499,SimRNA_2,15.806,PZ26tBox,Riboswitch,RMSD,True,False,simrna_2,58.0,11.0,47.0,47.0
simrna,3,0.506,SimRNA_3,16.588,PZ26tBox,Riboswitch,RMSD,True,False,simrna_3,57.0,26.0,31.0,31.0
simrna,4,0.451,SimRNA_4,14.219,PZ26tBox,Riboswitch,RMSD,True,False,simrna_4,64.0,5.0,59.0,59.0
simrna,5,0.548,SimRNA_5,16.597,PZ26tBox,Riboswitch,RMSD,True,False,simrna_5,53.0,27.0,26.0,26.0
tfn,1,0.681,TFN_1,17.948,PZ26tBox,Riboswitch,RMSD,True,False,tfn_1,33.0,47.0,-14.0,14.0
tfn,10,0.697,TFN_10,18.665,PZ26tBox,Riboswitch,RMSD,True,False,tfn_10,12.0,51.0,-39.0,39.0
tfn,2,0.702,TFN_2,16.893,PZ26tBox,Riboswitch,RMSD,True,False,tfn_2,4.0,36.0,-32.0,32.0
tfn,3,0.708,TFN_3,13.967,PZ26tBox,Riboswitch,RMSD,True,False,tfn_3,1.0,4.0,-3.0,3.0
tfn,4,0.699,TFN_4,15.934,PZ26tBox,Riboswitch,RMSD,True,False,tfn_4,7.0,12.0,-5.0,5.0
tfn,5,0.693,TFN_5,20.064,PZ26tBox,Riboswitch,RMSD,True,False,tfn_5,19.0,57.0,-38.0,38.0
tfn,6,0.691,TFN_6,16.706,PZ26tBox,Riboswitch,RMSD,True,False,tfn_6,22.0,32.0,-10.0,10.0
tfn,7,0.693,TFN_7,14.567,PZ26tBox,Riboswitch,RMSD,True,False,tfn_7,19.0,6.0,13.0,13.0
tfn,8,0.694,TFN_8,16.493,PZ26tBox,Riboswitch,RMSD,True,False,tfn_8,18.0,24.0,-6.0,6.0
tfn,9,0.69,TFN_9,17.312,PZ26tBox,Riboswitch,RMSD,True,False,tfn_9,23.0,39.0,-16.0,16.0
xiao,1,0.457,Xiao_1,20.652,PZ26tBox,Riboswitch,RMSD,True,False,xiao_1,62.0,61.0,1.0,1.0
xiao,2,0.43,Xiao_2,25.069,PZ26tBox,Riboswitch,RMSD,True,False,xiao_2,67.0,67.0,0.0,0.0
xiao,3,0.445,Xiao_3,23.271,PZ26tBox,Riboswitch,RMSD,True,False,xiao_3,65.0,64.0,1.0,1.0
xiao,4,0.435,Xiao_4,23.271,PZ26tBox,Riboswitch,RMSD,True,False,xiao_4,66.0,64.0,2.0,2.0
xiao,5,0.452,Xiao_5,23.271,PZ26tBox,Riboswitch,RMSD,True,False,xiao_5,63.0,64.0,-1.0,1.0
ifoldrna,1,0.496,iFoldRNA_1,16.828,PZ26tBox,Riboswitch,RMSD,True,False,ifoldrna_1,59.0,33.0,26.0,26.0
ifoldrna,2,0.462,iFoldRNA_2,18.22,PZ26tBox,Riboswitch,RMSD,True,False,ifoldrna_2,60.0,50.0,10.0,10.0
adamiak,1,0.579,Adamiak_1,19.064,PZ27,Riboswitch,RMSD,True,False,adamiak_1,50.0,46.0,4.0,4.0
adamiak,2,0.585,Adamiak_2,19.126,PZ27,Riboswitch,RMSD,True,False,adamiak_2,47.0,47.0,0.0,0.0
bujnicki,1,0.626,Bujnicki_1,15.648,PZ27,Riboswitch,RMSD,True,False,bujnicki_1,37.0,38.0,-1.0,1.0
bujnicki,2,0.627,Bujnicki_2,16.403,PZ27,Riboswitch,RMSD,True,False,bujnicki_2,36.0,43.0,-7.0,7.0
bujnicki,3,0.616,Bujnicki_3,15.933,PZ27,Riboswitch,RMSD,True,False,bujnicki_3,43.0,40.0,3.0,3.0
bujnicki,4,0.61,Bujnicki_4,23.414,PZ27,Riboswitch,RMSD,True,False,bujnicki_4,45.0,51.0,-6.0,6.0
bujnicki,5,0.616,Bujnicki_5,23.548,PZ27,Riboswitch,RMSD,True,False,bujnicki_5,43.0,52.0,-9.0,9.0
chen,1,0.62,Chen_1,14.581,PZ27,Riboswitch,RMSD,True,False,chen_1,41.0,32.0,9.0,9.0
chen,10,0.628,Chen_10,15.654,PZ27,Riboswitch,RMSD,True,False,chen_10,35.0,39.0,-4.0,4.0
chen,2,0.635,Chen_2,11.701,PZ27,Riboswitch,RMSD,True,False,chen_2,32.0,14.0,18.0,18.0
chen,3,0.619,Chen_3,13.622,PZ27,Riboswitch,RMSD,True,False,chen_3,42.0,29.0,13.0,13.0
chen,4,0.637,Chen_4,11.71,PZ27,Riboswitch,RMSD,True,False,chen_4,31.0,15.0,16.0,16.0
chen,5,0.63,Chen_5,15.283,PZ27,Riboswitch,RMSD,True,False,chen_5,34.0,37.0,-3.0,3.0
chen,6,0.622,Chen_6,17.044,PZ27,Riboswitch,RMSD,True,False,chen_6,40.0,45.0,-5.0,5.0
chen,7,0.625,Chen_7,16.066,PZ27,Riboswitch,RMSD,True,False,chen_7,38.0,42.0,-4.0,4.0
chen,8,0.623,Chen_8,14.74,PZ27,Riboswitch,RMSD,True,False,chen_8,39.0,33.0,6.0,6.0
chen,9,0.634,Chen_9,11.691,PZ27,Riboswitch,RMSD,True,False,chen_9,33.0,13.0,20.0,20.0
das,1,0.671,Das_1,12.257,PZ27,Riboswitch,RMSD,True,False,das_1,18.0,23.0,-5.0,5.0
das,10,0.668,Das_10,13.209,PZ27,Riboswitch,RMSD,True,False,das_10,23.0,27.0,-4.0,4.0
das,2,0.685,Das_2,10.115,PZ27,Riboswitch,RMSD,True,False,das_2,1.0,2.0,-1.0,1.0
das,3,0.674,Das_3,12.16,PZ27,Riboswitch,RMSD,True,False,das_3,13.0,21.0,-8.0,8.0
das,4,0.658,Das_4,14.745,PZ27,Riboswitch,RMSD,True,False,das_4,28.0,34.0,-6.0,6.0
das,5,0.68,Das_5,10.677,PZ27,Riboswitch,RMSD,True,False,das_5,5.0,5.0,0.0,0.0
das,6,0.673,Das_6,11.807,PZ27,Riboswitch,RMSD,True,False,das_6,16.0,16.0,0.0,0.0
das,7,0.678,Das_7,12.122,PZ27,Riboswitch,RMSD,True,False,das_7,7.0,19.0,-12.0,12.0
das,8,0.675,Das_8,10.838,PZ27,Riboswitch,RMSD,True,False,das_8,9.0,7.0,2.0,2.0
das,9,0.665,Das_9,11.83,PZ27,Riboswitch,RMSD,True,False,das_9,25.0,18.0,7.0,7.0
farfar2,1,0.675,FARFAR2_1,10.838,PZ27,Riboswitch,RMSD,True,False,farfar2_1,9.0,7.0,2.0,2.0
farfar2,10,0.66,FARFAR2_10,16.598,PZ27,Riboswitch,RMSD,True,False,farfar2_10,27.0,44.0,-17.0,17.0
farfar2,2,0.685,FARFAR2_2,10.115,PZ27,Riboswitch,RMSD,True,False,farfar2_2,1.0,2.0,-1.0,1.0
farfar2,3,0.671,FARFAR2_3,12.257,PZ27,Riboswitch,RMSD,True,False,farfar2_3,18.0,23.0,-5.0,5.0
farfar2,4,0.674,FARFAR2_4,12.16,PZ27,Riboswitch,RMSD,True,False,farfar2_4,13.0,21.0,-8.0,8.0
farfar2,5,0.658,FARFAR2_5,14.745,PZ27,Riboswitch,RMSD,True,False,farfar2_5,28.0,34.0,-6.0,6.0
farfar2,6,0.681,FARFAR2_6,10.333,PZ27,Riboswitch,RMSD,True,False,farfar2_6,3.0,4.0,-1.0,1.0
farfar2,7,0.678,FARFAR2_7,12.122,PZ27,Riboswitch,RMSD,True,False,farfar2_7,7.0,19.0,-12.0,12.0
farfar2,8,0.68,FARFAR2_8,10.677,PZ27,Riboswitch,RMSD,True,False,farfar2_8,5.0,5.0,0.0,0.0
farfar2,9,0.673,FARFAR2_9,11.807,PZ27,Riboswitch,RMSD,True,False,farfar2_9,16.0,16.0,0.0,0.0
rnacomposer,1,0.59,RNAComposer_1,20.701,PZ27,Riboswitch,RMSD,True,False,rnacomposer_1,46.0,48.0,-2.0,2.0
rnacomposer,2,0.582,RNAComposer_2,21.582,PZ27,Riboswitch,RMSD,True,False,rnacomposer_2,49.0,50.0,-1.0,1.0
rnacomposer,3,0.574,RNAComposer_3,15.986,PZ27,Riboswitch,RMSD,True,False,rnacomposer_3,51.0,41.0,10.0,10.0
rnacomposer,4,0.585,RNAComposer_4,14.099,PZ27,Riboswitch,RMSD,True,False,rnacomposer_4,47.0,31.0,16.0,16.0
rnacomposer,5,0.561,RNAComposer_5,21.553,PZ27,Riboswitch,RMSD,True,False,rnacomposer_5,52.0,49.0,3.0,3.0
simrna,1,0.335,SimRNA_1,69.382,PZ27,Riboswitch,RMSD,True,False,simrna_1,64.0,66.0,-2.0,2.0
simrna,2,0.352,SimRNA_2,52.866,PZ27,Riboswitch,RMSD,True,False,simrna_2,56.0,59.0,-3.0,3.0
simrna,3,0.343,SimRNA_3,61.197,PZ27,Riboswitch,RMSD,True,False,simrna_3,60.0,63.0,-3.0,3.0
simrna,4,0.342,SimRNA_4,65.869,PZ27,Riboswitch,RMSD,True,False,simrna_4,62.0,64.0,-2.0,2.0
simrna,5,0.349,SimRNA_5,42.169,PZ27,Riboswitch,RMSD,True,False,simrna_5,57.0,56.0,1.0,1.0
tfn,1,0.669,TFN_1,13.051,PZ27,Riboswitch,RMSD,True,False,tfn_1,21.0,26.0,-5.0,5.0
tfn,10,0.675,TFN_10,10.94,PZ27,Riboswitch,RMSD,True,False,tfn_10,9.0,9.0,0.0,0.0
tfn,2,0.681,TFN_2,9.498,PZ27,Riboswitch,RMSD,True,False,tfn_2,3.0,1.0,2.0,2.0
tfn,3,0.669,TFN_3,11.32,PZ27,Riboswitch,RMSD,True,False,tfn_3,21.0,10.0,11.0,11.0
tfn,4,0.667,TFN_4,11.629,PZ27,Riboswitch,RMSD,True,False,tfn_4,24.0,11.0,13.0,13.0
tfn,5,0.661,TFN_5,13.771,PZ27,Riboswitch,RMSD,True,False,tfn_5,26.0,30.0,-4.0,4.0
tfn,6,0.658,TFN_6,12.5,PZ27,Riboswitch,RMSD,True,False,tfn_6,28.0,25.0,3.0,3.0
tfn,7,0.671,TFN_7,13.409,PZ27,Riboswitch,RMSD,True,False,tfn_7,18.0,28.0,-10.0,10.0
tfn,8,0.674,TFN_8,15.177,PZ27,Riboswitch,RMSD,True,False,tfn_8,13.0,36.0,-23.0,23.0
tfn,9,0.675,TFN_9,11.632,PZ27,Riboswitch,RMSD,True,False,tfn_9,9.0,12.0,-3.0,3.0
xiao,1,0.33,Xiao_1,41.009,PZ27,Riboswitch,RMSD,True,False,xiao_1,65.0,55.0,10.0,10.0
xiao,2,0.33,Xiao_2,43.031,PZ27,Riboswitch,RMSD,True,False,xiao_2,65.0,57.0,8.0,8.0
xiao,3,0.33,Xiao_3,45.206,PZ27,Riboswitch,RMSD,True,False,xiao_3,65.0,58.0,7.0,7.0
xiao,4,0.449,Xiao_4,30.295,PZ27,Riboswitch,RMSD,True,False,xiao_4,53.0,54.0,-1.0,1.0
xiao,5,0.448,Xiao_5,27.203,PZ27,Riboswitch,RMSD,True,False,xiao_5,54.0,53.0,1.0,1.0
ifoldrna,1,0.346,iFoldRNA_1,68.338,PZ27,Riboswitch,RMSD,True,False,ifoldrna_1,58.0,65.0,-7.0,7.0
ifoldrna,2,0.34,iFoldRNA_2,57.452,PZ27,Riboswitch,RMSD,True,False,ifoldrna_2,63.0,61.0,2.0,2.0
ifoldrna,3,0.344,iFoldRNA_3,53.252,PZ27,Riboswitch,RMSD,True,False,ifoldrna_3,59.0,60.0,-1.0,1.0
ifoldrna,4,0.343,iFoldRNA_4,72.581,PZ27,Riboswitch,RMSD,True,False,ifoldrna_4,60.0,67.0,-7.0,7.0
ifoldrna,5,0.354,iFoldRNA_5,59.809,PZ27,Riboswitch,RMSD,True,False,ifoldrna_5,55.0,62.0,-7.0,7.0
adamiak,1,0.579,Adamiak_1,20.242,PZ27tBox,Riboswitch,RMSD,True,False,adamiak_1,50.0,48.0,2.0,2.0
adamiak,2,0.585,Adamiak_2,20.254,PZ27tBox,Riboswitch,RMSD,True,False,adamiak_2,47.0,49.0,-2.0,2.0
bujnicki,1,0.626,Bujnicki_1,18.158,PZ27tBox,Riboswitch,RMSD,True,False,bujnicki_1,37.0,42.0,-5.0,5.0
bujnicki,2,0.627,Bujnicki_2,18.952,PZ27tBox,Riboswitch,RMSD,True,False,bujnicki_2,36.0,44.0,-8.0,8.0
bujnicki,3,0.616,Bujnicki_3,18.393,PZ27tBox,Riboswitch,RMSD,True,False,bujnicki_3,43.0,43.0,0.0,0.0
bujnicki,4,0.61,Bujnicki_4,22.489,PZ27tBox,Riboswitch,RMSD,True,False,bujnicki_4,45.0,51.0,-6.0,6.0
bujnicki,5,0.616,Bujnicki_5,19.468,PZ27tBox,Riboswitch,RMSD,True,False,bujnicki_5,43.0,45.0,-2.0,2.0
chen,1,0.62,Chen_1,16.355,PZ27tBox,Riboswitch,RMSD,True,False,chen_1,41.0,33.0,8.0,8.0
chen,10,0.628,Chen_10,17.647,PZ27tBox,Riboswitch,RMSD,True,False,chen_10,35.0,39.0,-4.0,4.0
chen,2,0.635,Chen_2,13.751,PZ27tBox,Riboswitch,RMSD,True,False,chen_2,32.0,17.0,15.0,15.0
chen,3,0.619,Chen_3,15.496,PZ27tBox,Riboswitch,RMSD,True,False,chen_3,42.0,29.0,13.0,13.0
chen,4,0.637,Chen_4,13.697,PZ27tBox,Riboswitch,RMSD,True,False,chen_4,31.0,16.0,15.0,15.0
chen,5,0.63,Chen_5,16.869,PZ27tBox,Riboswitch,RMSD,True,False,chen_5,34.0,35.0,-1.0,1.0
chen,6,0.622,Chen_6,19.518,PZ27tBox,Riboswitch,RMSD,True,False,chen_6,40.0,47.0,-7.0,7.0
chen,7,0.625,Chen_7,18.122,PZ27tBox,Riboswitch,RMSD,True,False,chen_7,38.0,41.0,-3.0,3.0
chen,8,0.623,Chen_8,16.174,PZ27tBox,Riboswitch,RMSD,True,False,chen_8,39.0,31.0,8.0,8.0
chen,9,0.634,Chen_9,13.883,PZ27tBox,Riboswitch,RMSD,True,False,chen_9,33.0,19.0,14.0,14.0
das,1,0.671,Das_1,14.333,PZ27tBox,Riboswitch,RMSD,True,False,das_1,18.0,22.0,-4.0,4.0
das,10,0.668,Das_10,15.251,PZ27tBox,Riboswitch,RMSD,True,False,das_10,23.0,28.0,-5.0,5.0
das,2,0.685,Das_2,11.538,PZ27tBox,Riboswitch,RMSD,True,False,das_2,1.0,3.0,-2.0,2.0
das,3,0.674,Das_3,14.442,PZ27tBox,Riboswitch,RMSD,True,False,das_3,13.0,25.0,-12.0,12.0
das,4,0.658,Das_4,16.971,PZ27tBox,Riboswitch,RMSD,True,False,das_4,28.0,36.0,-8.0,8.0
das,5,0.68,Das_5,12.023,PZ27tBox,Riboswitch,RMSD,True,False,das_5,5.0,5.0,0.0,0.0
das,6,0.673,Das_6,13.535,PZ27tBox,Riboswitch,RMSD,True,False,das_6,16.0,12.0,4.0,4.0
das,7,0.678,Das_7,14.286,PZ27tBox,Riboswitch,RMSD,True,False,das_7,7.0,20.0,-13.0,13.0
das,8,0.675,Das_8,12.743,PZ27tBox,Riboswitch,RMSD,True,False,das_8,9.0,8.0,1.0,1.0
das,9,0.665,Das_9,13.211,PZ27tBox,Riboswitch,RMSD,True,False,das_9,25.0,11.0,14.0,14.0
farfar2,1,0.675,FARFAR2_1,12.743,PZ27tBox,Riboswitch,RMSD,True,False,farfar2_1,9.0,8.0,1.0,1.0
farfar2,10,0.66,FARFAR2_10,17.402,PZ27tBox,Riboswitch,RMSD,True,False,farfar2_10,27.0,38.0,-11.0,11.0
farfar2,2,0.685,FARFAR2_2,11.538,PZ27tBox,Riboswitch,RMSD,True,False,farfar2_2,1.0,3.0,-2.0,2.0
farfar2,3,0.671,FARFAR2_3,14.333,PZ27tBox,Riboswitch,RMSD,True,False,farfar2_3,18.0,22.0,-4.0,4.0
farfar2,4,0.674,FARFAR2_4,14.442,PZ27tBox,Riboswitch,RMSD,True,False,farfar2_4,13.0,25.0,-12.0,12.0
farfar2,5,0.658,FARFAR2_5,16.971,PZ27tBox,Riboswitch,RMSD,True,False,farfar2_5,28.0,36.0,-8.0,8.0
farfar2,6,0.681,FARFAR2_6,11.381,PZ27tBox,Riboswitch,RMSD,True,False,farfar2_6,3.0,2.0,1.0,1.0
farfar2,7,0.678,FARFAR2_7,14.286,PZ27tBox,Riboswitch,RMSD,True,False,farfar2_7,7.0,20.0,-13.0,13.0
farfar2,8,0.68,FARFAR2_8,12.023,PZ27tBox,Riboswitch,RMSD,True,False,farfar2_8,5.0,5.0,0.0,0.0
farfar2,9,0.673,FARFAR2_9,13.535,PZ27tBox,Riboswitch,RMSD,True,False,farfar2_9,16.0,12.0,4.0,4.0
rnacomposer,1,0.59,RNAComposer_1,22.945,PZ27tBox,Riboswitch,RMSD,True,False,rnacomposer_1,46.0,52.0,-6.0,6.0
rnacomposer,2,0.582,RNAComposer_2,22.136,PZ27tBox,Riboswitch,RMSD,True,False,rnacomposer_2,49.0,50.0,-1.0,1.0
rnacomposer,3,0.574,RNAComposer_3,16.49,PZ27tBox,Riboswitch,RMSD,True,False,rnacomposer_3,51.0,34.0,17.0,17.0
rnacomposer,4,0.585,RNAComposer_4,13.842,PZ27tBox,Riboswitch,RMSD,True,False,rnacomposer_4,47.0,18.0,29.0,29.0
rnacomposer,5,0.561,RNAComposer_5,19.479,PZ27tBox,Riboswitch,RMSD,True,False,rnacomposer_5,52.0,46.0,6.0,6.0
simrna,1,0.335,SimRNA_1,39.588,PZ27tBox,Riboswitch,RMSD,True,False,simrna_1,64.0,63.0,1.0,1.0
simrna,2,0.352,SimRNA_2,31.572,PZ27tBox,Riboswitch,RMSD,True,False,simrna_2,56.0,59.0,-3.0,3.0
simrna,3,0.343,SimRNA_3,29.719,PZ27tBox,Riboswitch,RMSD,True,False,simrna_3,60.0,57.0,3.0,3.0
simrna,4,0.342,SimRNA_4,34.018,PZ27tBox,Riboswitch,RMSD,True,False,simrna_4,62.0,60.0,2.0,2.0
simrna,5,0.349,SimRNA_5,27.274,PZ27tBox,Riboswitch,RMSD,True,False,simrna_5,57.0,56.0,1.0,1.0
tfn,1,0.669,TFN_1,14.933,PZ27tBox,Riboswitch,RMSD,True,False,tfn_1,21.0,27.0,-6.0,6.0
tfn,10,0.675,TFN_10,12.702,PZ27tBox,Riboswitch,RMSD,True,False,tfn_10,9.0,7.0,2.0,2.0
tfn,2,0.681,TFN_2,11.041,PZ27tBox,Riboswitch,RMSD,True,False,tfn_2,3.0,1.0,2.0,2.0
tfn,3,0.669,TFN_3,12.814,PZ27tBox,Riboswitch,RMSD,True,False,tfn_3,21.0,10.0,11.0,11.0
tfn,4,0.667,TFN_4,13.592,PZ27tBox,Riboswitch,RMSD,True,False,tfn_4,24.0,14.0,10.0,10.0
tfn,5,0.661,TFN_5,16.266,PZ27tBox,Riboswitch,RMSD,True,False,tfn_5,26.0,32.0,-6.0,6.0
tfn,6,0.658,TFN_6,14.421,PZ27tBox,Riboswitch,RMSD,True,False,tfn_6,28.0,24.0,4.0,4.0
tfn,7,0.671,TFN_7,15.58,PZ27tBox,Riboswitch,RMSD,True,False,tfn_7,18.0,30.0,-12.0,12.0
tfn,8,0.674,TFN_8,17.804,PZ27tBox,Riboswitch,RMSD,True,False,tfn_8,13.0,40.0,-27.0,27.0
tfn,9,0.675,TFN_9,13.649,PZ27tBox,Riboswitch,RMSD,True,False,tfn_9,9.0,15.0,-6.0,6.0
xiao,1,0.33,Xiao_1,43.041,PZ27tBox,Riboswitch,RMSD,True,False,xiao_1,65.0,65.0,0.0,0.0
xiao,2,0.33,Xiao_2,43.041,PZ27tBox,Riboswitch,RMSD,True,False,xiao_2,65.0,65.0,0.0,0.0
xiao,3,0.33,Xiao_3,43.041,PZ27tBox,Riboswitch,RMSD,True,False,xiao_3,65.0,65.0,0.0,0.0
xiao,4,0.449,Xiao_4,26.696,PZ27tBox,Riboswitch,RMSD,True,False,xiao_4,53.0,54.0,-1.0,1.0
xiao,5,0.448,Xiao_5,26.696,PZ27tBox,Riboswitch,RMSD,True,False,xiao_5,54.0,54.0,0.0,0.0
ifoldrna,1,0.346,iFoldRNA_1,37.021,PZ27tBox,Riboswitch,RMSD,True,False,ifoldrna_1,58.0,61.0,-3.0,3.0
ifoldrna,2,0.34,iFoldRNA_2,26.559,PZ27tBox,Riboswitch,RMSD,True,False,ifoldrna_2,63.0,53.0,10.0,10.0
ifoldrna,3,0.344,iFoldRNA_3,31.492,PZ27tBox,Riboswitch,RMSD,True,False,ifoldrna_3,59.0,58.0,1.0,1.0
ifoldrna,4,0.343,iFoldRNA_4,39.384,PZ27tBox,Riboswitch,RMSD,True,False,ifoldrna_4,60.0,62.0,-2.0,2.0
ifoldrna,5,0.354,iFoldRNA_5,40.632,PZ27tBox,Riboswitch,RMSD,True,False,ifoldrna_5,55.0,64.0,-9.0,9.0
adamiak,1,0.583,Adamiak_1,30.967,PZ28,Riboswitch,RMSD,True,False,adamiak_1,38.0,33.0,5.0,5.0
adamiak,2,0.599,Adamiak_2,18.172,PZ28,Riboswitch,RMSD,True,False,adamiak_2,33.0,2.0,31.0,31.0
adamiak,3,0.587,Adamiak_3,23.589,PZ28,Riboswitch,RMSD,True,False,adamiak_3,36.0,10.0,26.0,26.0
adamiak,4,0.596,Adamiak_4,31.022,PZ28,Riboswitch,RMSD,True,False,adamiak_4,34.0,35.0,-1.0,1.0
adamiak,5,0.59,Adamiak_5,28.66,PZ28,Riboswitch,RMSD,True,False,adamiak_5,35.0,20.0,15.0,15.0
bujnicki,1,0.583,Bujnicki_1,34.001,PZ28,Riboswitch,RMSD,True,False,bujnicki_1,38.0,54.0,-16.0,16.0
bujnicki,2,0.563,Bujnicki_2,29.444,PZ28,Riboswitch,RMSD,True,False,bujnicki_2,53.0,26.0,27.0,27.0
bujnicki,3,0.565,Bujnicki_3,27.481,PZ28,Riboswitch,RMSD,True,False,bujnicki_3,52.0,14.0,38.0,38.0
bujnicki,4,0.576,Bujnicki_4,20.05,PZ28,Riboswitch,RMSD,True,False,bujnicki_4,42.0,4.0,38.0,38.0
bujnicki,5,0.566,Bujnicki_5,28.281,PZ28,Riboswitch,RMSD,True,False,bujnicki_5,50.0,18.0,32.0,32.0
chen,1,0.557,Chen_1,38.39,PZ28,Riboswitch,RMSD,True,False,chen_1,55.0,69.0,-14.0,14.0
chen,10,0.566,Chen_10,37.057,PZ28,Riboswitch,RMSD,True,False,chen_10,50.0,66.0,-16.0,16.0
chen,2,0.572,Chen_2,38.575,PZ28,Riboswitch,RMSD,True,False,chen_2,45.0,70.0,-25.0,25.0
chen,3,0.585,Chen_3,35.238,PZ28,Riboswitch,RMSD,True,False,chen_3,37.0,61.0,-24.0,24.0
chen,4,0.576,Chen_4,34.352,PZ28,Riboswitch,RMSD,True,False,chen_4,42.0,57.0,-15.0,15.0
chen,5,0.582,Chen_5,33.895,PZ28,Riboswitch,RMSD,True,False,chen_5,41.0,52.0,-11.0,11.0
