Target,Type,Lab,Num,gGSP,lddt,gsp_filename,target_pdb,model_pdb,mode,case_id,outlier
PZ27,Riboswitch,farfar2,5,56.131,0.655,PZ27_FARFAR2_5_solution_PZ27_FARFAR2_5_refined_C1'-gGSP.csv,PZ27_FARFAR2_5_solution.pdb,PZ27_FARFAR2_5_refined.pdb,refined_pair,PZ27,True
PZ27,Riboswitch,rnacomposer,2,24.11,0.581,PZ27_RNAComposer_2_solution_PZ27_RNAComposer_2_refined_C1'-gGSP.csv,PZ27_RNAComposer_2_solution.pdb,PZ27_RNAComposer_2_refined.pdb,refined_pair,PZ27,True
PZ27,Riboswitch,tfn,1,55.08,0.661,PZ27_TFN_1_solution_PZ27_TFN_1_refined_C1'-gGSP.csv,PZ27_TFN_1_solution.pdb,PZ27_TFN_1_refined.pdb,refined_pair,PZ27,True
PZ27,Riboswitch,tfn,6,49.146,0.642,PZ27_TFN_6_solution_PZ27_TFN_6_refined_C1'-gGSP.csv,PZ27_TFN_6_solution.pdb,PZ27_TFN_6_refined.pdb,refined_pair,PZ27,True
PZ27,Riboswitch,xiao,1,9.177,0.323,PZ27_Xiao_1_solution_PZ27_Xiao_1_refined_C1'-gGSP.csv,PZ27_Xiao_1_solution.pdb,PZ27_Xiao_1_refined.pdb,refined_pair,PZ27,True
PZ27,Riboswitch,xiao,2,9.163,0.306,PZ27_Xiao_2_solution_PZ27_Xiao_2_refined_C1'-gGSP.csv,PZ27_Xiao_2_solution.pdb,PZ27_Xiao_2_refined.pdb,refined_pair,PZ27,True
PZ27,Riboswitch,xiao,3,9.018,0.323,PZ27_Xiao_3_solution_PZ27_Xiao_3_refined_C1'-gGSP.csv,PZ27_Xiao_3_solution.pdb,PZ27_Xiao_3_refined.pdb,refined_pair,PZ27,True
PZ27,Riboswitch,xiao,4,15.181,0.427,PZ27_Xiao_4_solution_PZ27_Xiao_4_refined_C1'-gGSP.csv,PZ27_Xiao_4_solution.pdb,PZ27_Xiao_4_refined.pdb,refined_pair,PZ27,True
PZ27,Riboswitch,xiao,5,15.394,0.426,PZ27_Xiao_5_solution_PZ27_Xiao_5_refined_C1'-gGSP.csv,PZ27_Xiao_5_solution.pdb,PZ27_Xiao_5_refined.pdb,refined_pair,PZ27,True
PZ27tBox,Riboswitch,bujnicki,1,61.966,0.611,PZ27tBox_Bujnicki_1_solution_PZ27tBox_Bujnicki_1_refined_C1'-gGSP.csv,PZ27tBox_Bujnicki_1_solution.pdb,PZ27tBox_Bujnicki_1_refined.pdb,refined_pair,PZ27tBox,True
PZ27tBox,Riboswitch,bujnicki,4,55.392,0.591,PZ27tBox_Bujnicki_4_solution_PZ27tBox_Bujnicki_4_refined_C1'-gGSP.csv,PZ27tBox_Bujnicki_4_solution.pdb,PZ27tBox_Bujnicki_4_refined.pdb,refined_pair,PZ27tBox,True
PZ27tBox,Riboswitch,chen,10,55.16,0.58,PZ27tBox_Chen_10_solution_PZ27tBox_Chen_10_refined_C1'-gGSP.csv,PZ27tBox_Chen_10_solution.pdb,PZ27tBox_Chen_10_refined.pdb,refined_pair,PZ27tBox,True
PZ27tBox,Riboswitch,chen,1,62.073,0.58,PZ27tBox_Chen_1_solution_PZ27tBox_Chen_1_refined_C1'-gGSP.csv,PZ27tBox_Chen_1_solution.pdb,PZ27tBox_Chen_1_refined.pdb,refined_pair,PZ27tBox,True
PZ27tBox,Riboswitch,chen,2,63.188,0.553,PZ27tBox_Chen_2_solution_PZ27tBox_Chen_2_refined_C1'-gGSP.csv,PZ27tBox_Chen_2_solution.pdb,PZ27tBox_Chen_2_refined.pdb,refined_pair,PZ27tBox,True
PZ27tBox,Riboswitch,chen,3,65.119,0.577,PZ27tBox_Chen_3_solution_PZ27tBox_Chen_3_refined_C1'-gGSP.csv,PZ27tBox_Chen_3_solution.pdb,PZ27tBox_Chen_3_refined.pdb,refined_pair,PZ27tBox,True
PZ27tBox,Riboswitch,chen,4,63.78,0.597,PZ27tBox_Chen_4_solution_PZ27tBox_Chen_4_refined_C1'-gGSP.csv,PZ27tBox_Chen_4_solution.pdb,PZ27tBox_Chen_4_refined.pdb,refined_pair,PZ27tBox,True
PZ27tBox,Riboswitch,chen,5,63.657,0.582,PZ27tBox_Chen_5_solution_PZ27tBox_Chen_5_refined_C1'-gGSP.csv,PZ27tBox_Chen_5_solution.pdb,PZ27tBox_Chen_5_refined.pdb,refined_pair,PZ27tBox,True
PZ27tBox,Riboswitch,chen,6,57.933,0.554,PZ27tBox_Chen_6_solution_PZ27tBox_Chen_6_refined_C1'-gGSP.csv,PZ27tBox_Chen_6_solution.pdb,PZ27tBox_Chen_6_refined.pdb,refined_pair,PZ27tBox,True
PZ27tBox,Riboswitch,chen,7,58.15,0.568,PZ27tBox_Chen_7_solution_PZ27tBox_Chen_7_refined_C1'-gGSP.csv,PZ27tBox_Chen_7_solution.pdb,PZ27tBox_Chen_7_refined.pdb,refined_pair,PZ27tBox,True
PZ27tBox,Riboswitch,chen,8,56.814,0.554,PZ27tBox_Chen_8_solution_PZ27tBox_Chen_8_refined_C1'-gGSP.csv,PZ27tBox_Chen_8_solution.pdb,PZ27tBox_Chen_8_refined.pdb,refined_pair,PZ27tBox,True
PZ27tBox,Riboswitch,chen,9,58.325,0.577,PZ27tBox_Chen_9_solution_PZ27tBox_Chen_9_refined_C1'-gGSP.csv,PZ27tBox_Chen_9_solution.pdb,PZ27tBox_Chen_9_refined.pdb,refined_pair,PZ27tBox,True
PZ27tBox,Riboswitch,das,4,56.131,0.655,PZ27tBox_Das_4_solution_PZ27tBox_Das_4_refined_C1'-gGSP.csv,PZ27tBox_Das_4_solution.pdb,PZ27tBox_Das_4_refined.pdb,refined_pair,PZ27tBox,True
PZ27tBox,Riboswitch,das,9,59.785,0.663,PZ27tBox_Das_9_solution_PZ27tBox_Das_9_refined_C1'-gGSP.csv,PZ27tBox_Das_9_solution.pdb,PZ27tBox_Das_9_refined.pdb,refined_pair,PZ27tBox,True
PZ27tBox,Riboswitch,farfar2,5,56.131,0.655,PZ27tBox_FARFAR2_5_solution_PZ27tBox_FARFAR2_5_refined_C1'-gGSP.csv,PZ27tBox_FARFAR2_5_solution.pdb,PZ27tBox_FARFAR2_5_refined.pdb,refined_pair,PZ27tBox,True
PZ27tBox,Riboswitch,rnacomposer,2,24.11,0.581,PZ27tBox_RNAComposer_2_solution_PZ27tBox_RNAComposer_2_refined_C1'-gGSP.csv,PZ27tBox_RNAComposer_2_solution.pdb,PZ27tBox_RNAComposer_2_refined.pdb,refined_pair,PZ27tBox,True
PZ27tBox,Riboswitch,tfn,1,55.08,0.661,PZ27tBox_TFN_1_solution_PZ27tBox_TFN_1_refined_C1'-gGSP.csv,PZ27tBox_TFN_1_solution.pdb,PZ27tBox_TFN_1_refined.pdb,refined_pair,PZ27tBox,True
PZ27tBox,Riboswitch,tfn,6,49.146,0.642,PZ27tBox_TFN_6_solution_PZ27tBox_TFN_6_refined_C1'-gGSP.csv,PZ27tBox_TFN_6_solution.pdb,PZ27tBox_TFN_6_refined.pdb,refined_pair,PZ27tBox,True
PZ27tBox,Riboswitch,xiao,1,9.177,0.323,PZ27tBox_Xiao_1_solution_PZ27tBox_Xiao_1_refined_C1'-gGSP.csv,PZ27tBox_Xiao_1_solution.pdb,PZ27tBox_Xiao_1_refined.pdb,refined_pair,PZ27tBox,True
PZ27tBox,Riboswitch,xiao,2,9.163,0.306,PZ27tBox_Xiao_2_solution_PZ27tBox_Xiao_2_refined_C1'-gGSP.csv,PZ27tBox_Xiao_2_solution.pdb,PZ27tBox_Xiao_2_refined.pdb,refined_pair,PZ27tBox,True
PZ27tBox,Riboswitch,xiao,3,9.018,0.323,PZ27tBox_Xiao_3_solution_PZ27tBox_Xiao_3_refined_C1'-gGSP.csv,PZ27tBox_Xiao_3_solution.pdb,PZ27tBox_Xiao_3_refined.pdb,refined_pair,PZ27tBox,True
PZ27tBox,Riboswitch,xiao,4,15.181,0.427,PZ27tBox_Xiao_4_solution_PZ27tBox_Xiao_4_refined_C1'-gGSP.csv,PZ27tBox_Xiao_4_solution.pdb,PZ27tBox_Xiao_4_refined.pdb,refined_pair,PZ27tBox,True
PZ27tBox,Riboswitch,xiao,5,15.394,0.426,PZ27tBox_Xiao_5_solution_PZ27tBox_Xiao_5_refined_C1'-gGSP.csv,PZ27tBox_Xiao_5_solution.pdb,PZ27tBox_Xiao_5_refined.pdb,refined_pair,PZ27tBox,True
PZ28,Riboswitch,bujnicki,4,29.75,0.527,PZ28_solution_0_PZ28_Bujnicki_4_C1'-gGSP.csv,PZ28_solution_0.pdb,PZ28_Bujnicki_4.pdb,fallback_pair,PZ28,True
PZ28,Riboswitch,chen,1,29.317,0.478,PZ28_solution_0_PZ28_Chen_1_C1'-gGSP.csv,PZ28_solution_0.pdb,PZ28_Chen_1.pdb,fallback_pair,PZ28,True
PZ28,Riboswitch,chen,3,30.566,0.496,PZ28_solution_0_PZ28_Chen_3_C1'-gGSP.csv,PZ28_solution_0.pdb,PZ28_Chen_3.pdb,fallback_pair,PZ28,True
PZ28,Riboswitch,chen,6,30.746,0.499,PZ28_solution_0_PZ28_Chen_6_C1'-gGSP.csv,PZ28_solution_0.pdb,PZ28_Chen_6.pdb,fallback_pair,PZ28,True
PZ28,Riboswitch,ding,1,20.619,0.461,PZ28_solution_0_PZ28_Ding_1_C1'-gGSP.csv,PZ28_solution_0.pdb,PZ28_Ding_1.pdb,fallback_pair,PZ28,True
PZ28,Riboswitch,farfar2,4,29.037,0.628,PZ28_solution_0_PZ28_FARFAR2_4_C1'-gGSP.csv,PZ28_solution_0.pdb,PZ28_FARFAR2_4.pdb,fallback_pair,PZ28,True
PZ28,Riboswitch,simrna,2,17.184,0.029,PZ28_solution_0_PZ28_SimRNA_2_C1'-gGSP.csv,PZ28_solution_0.pdb,PZ28_SimRNA_2.pdb,fallback_pair,PZ28,True
PZ28,Riboswitch,simrna,3,16.92,0.016,PZ28_solution_0_PZ28_SimRNA_3_C1'-gGSP.csv,PZ28_solution_0.pdb,PZ28_SimRNA_3.pdb,fallback_pair,PZ28,True
PZ28,Riboswitch,xiao,1,13.388,0.39,PZ28_solution_0_PZ28_Xiao_1_C1'-gGSP.csv,PZ28_solution_0.pdb,PZ28_Xiao_1.pdb,fallback_pair,PZ28,True
PZ28,Riboswitch,xiao,2,12.128,0.39,PZ28_solution_0_PZ28_Xiao_2_C1'-gGSP.csv,PZ28_solution_0.pdb,PZ28_Xiao_2.pdb,fallback_pair,PZ28,True
PZ28,Riboswitch,xiao,3,13.256,0.413,PZ28_solution_0_PZ28_Xiao_3_C1'-gGSP.csv,PZ28_solution_0.pdb,PZ28_Xiao_3.pdb,fallback_pair,PZ28,True
PZ28,Riboswitch,xiao,4,14.557,0.409,PZ28_solution_0_PZ28_Xiao_4_C1'-gGSP.csv,PZ28_solution_0.pdb,PZ28_Xiao_4.pdb,fallback_pair,PZ28,True
PZ28,Riboswitch,xiao,5,18.121,0.48,PZ28_solution_0_PZ28_Xiao_5_C1'-gGSP.csv,PZ28_solution_0.pdb,PZ28_Xiao_5.pdb,fallback_pair,PZ28,True
PZ28tBox,Riboswitch,bujnicki,4,29.75,0.527,PZ28tBox_solution_0_PZ28tBox_Bujnicki_4_C1'-gGSP.csv,PZ28tBox_solution_0.pdb,PZ28tBox_Bujnicki_4.pdb,fallback_pair,PZ28tBox,True
PZ28tBox,Riboswitch,chen,1,29.317,0.478,PZ28tBox_solution_0_PZ28tBox_Chen_1_C1'-gGSP.csv,PZ28tBox_solution_0.pdb,PZ28tBox_Chen_1.pdb,fallback_pair,PZ28tBox,True
PZ28tBox,Riboswitch,chen,3,30.566,0.496,PZ28tBox_solution_0_PZ28tBox_Chen_3_C1'-gGSP.csv,PZ28tBox_solution_0.pdb,PZ28tBox_Chen_3.pdb,fallback_pair,PZ28tBox,True
PZ28tBox,Riboswitch,chen,6,30.746,0.499,PZ28tBox_solution_0_PZ28tBox_Chen_6_C1'-gGSP.csv,PZ28tBox_solution_0.pdb,PZ28tBox_Chen_6.pdb,fallback_pair,PZ28tBox,True
PZ28tBox,Riboswitch,ding,1,20.619,0.461,PZ28tBox_solution_0_PZ28tBox_Ding_1_C1'-gGSP.csv,PZ28tBox_solution_0.pdb,PZ28tBox_Ding_1.pdb,fallback_pair,PZ28tBox,True
PZ28tBox,Riboswitch,farfar2,4,29.037,0.628,PZ28tBox_solution_0_PZ28tBox_FARFAR2_4_C1'-gGSP.csv,PZ28tBox_solution_0.pdb,PZ28tBox_FARFAR2_4.pdb,fallback_pair,PZ28tBox,True
PZ28tBox,Riboswitch,simrna,2,17.184,0.029,PZ28tBox_solution_0_PZ28tBox_SimRNA_2_C1'-gGSP.csv,PZ28tBox_solution_0.pdb,PZ28tBox_SimRNA_2.pdb,fallback_pair,PZ28tBox,True
PZ28tBox,Riboswitch,simrna,3,16.92,0.018,PZ28tBox_solution_0_PZ28tBox_SimRNA_3_C1'-gGSP.csv,PZ28tBox_solution_0.pdb,PZ28tBox_SimRNA_3.pdb,fallback_pair,PZ28tBox,True
PZ28tBox,Riboswitch,xiao,1,13.388,0.39,PZ28tBox_solution_0_PZ28tBox_Xiao_1_C1'-gGSP.csv,PZ28tBox_solution_0.pdb,PZ28tBox_Xiao_1.pdb,fallback_pair,PZ28tBox,True
PZ28tBox,Riboswitch,xiao,2,12.128,0.39,PZ28tBox_solution_0_PZ28tBox_Xiao_2_C1'-gGSP.csv,PZ28tBox_solution_0.pdb,PZ28tBox_Xiao_2.pdb,fallback_pair,PZ28tBox,True
PZ28tBox,Riboswitch,xiao,3,13.256,0.413,PZ28tBox_solution_0_PZ28tBox_Xiao_3_C1'-gGSP.csv,PZ28tBox_solution_0.pdb,PZ28tBox_Xiao_3.pdb,fallback_pair,PZ28tBox,True
PZ28tBox,Riboswitch,xiao,4,14.557,0.409,PZ28tBox_solution_0_PZ28tBox_Xiao_4_C1'-gGSP.csv,PZ28tBox_solution_0.pdb,PZ28tBox_Xiao_4.pdb,fallback_pair,PZ28tBox,True
PZ28tBox,Riboswitch,xiao,5,18.121,0.48,PZ28tBox_solution_0_PZ28tBox_Xiao_5_C1'-gGSP.csv,PZ28tBox_solution_0.pdb,PZ28tBox_Xiao_5.pdb,fallback_pair,PZ28tBox,True
PZ29,Riboswitch,chen,7,28.476,0.541,PZ29_Chen_7_solution_PZ29_Chen_7_refined_C1'-gGSP.csv,PZ29_Chen_7_solution.pdb,PZ29_Chen_7_refined.pdb,refined_pair,PZ29,True
PZ29,Riboswitch,daspostdeadline,1,28.268,0.626,PZ29_DasPOSTDEADLINE_1_solution_PZ29_DasPOSTDEADLINE_1_refined_C1'-gGSP.csv,PZ29_DasPOSTDEADLINE_1_solution.pdb,PZ29_DasPOSTDEADLINE_1_refined.pdb,refined_pair,PZ29,True
PZ29,Riboswitch,daspostdeadline,2,53.894,0.678,PZ29_DasPOSTDEADLINE_2_solution_PZ29_DasPOSTDEADLINE_2_refined_C1'-gGSP.csv,PZ29_DasPOSTDEADLINE_2_solution.pdb,PZ29_DasPOSTDEADLINE_2_refined.pdb,refined_pair,PZ29,True
PZ29,Riboswitch,simrna,1,28.05,0.057,PZ29_SimRNA_1_solution_PZ29_SimRNA_1_refined_C1'-gGSP.csv,PZ29_SimRNA_1_solution.pdb,PZ29_SimRNA_1_refined.pdb,refined_pair,PZ29,True
PZ29,Riboswitch,simrna,2,28.242,0.052,PZ29_SimRNA_2_solution_PZ29_SimRNA_2_refined_C1'-gGSP.csv,PZ29_SimRNA_2_solution.pdb,PZ29_SimRNA_2_refined.pdb,refined_pair,PZ29,True
PZ29,Riboswitch,simrna,3,34.149,0.093,PZ29_SimRNA_3_solution_PZ29_SimRNA_3_refined_C1'-gGSP.csv,PZ29_SimRNA_3_solution.pdb,PZ29_SimRNA_3_refined.pdb,refined_pair,PZ29,True
PZ29,Riboswitch,simrna,4,28.691,0.024,PZ29_SimRNA_4_solution_PZ29_SimRNA_4_refined_C1'-gGSP.csv,PZ29_SimRNA_4_solution.pdb,PZ29_SimRNA_4_refined.pdb,refined_pair,PZ29,True
PZ29,Riboswitch,simrna,5,28.038,0.083,PZ29_SimRNA_5_solution_PZ29_SimRNA_5_refined_C1'-gGSP.csv,PZ29_SimRNA_5_solution.pdb,PZ29_SimRNA_5_refined.pdb,refined_pair,PZ29,True
PZ3,Riboswitch,bujnicki,1,30.622,0.484,3_bujnicki_1_solution_3_bujnicki_1_refined_C1'-gGSP.csv,3_bujnicki_1_solution.pdb,3_bujnicki_1_refined.pdb,refined_pair,PZ3,True
PZ3,Riboswitch,bujnicki,2,28.616,0.49,3_bujnicki_2_solution_3_bujnicki_2_refined_C1'-gGSP.csv,3_bujnicki_2_solution.pdb,3_bujnicki_2_refined.pdb,refined_pair,PZ3,True
PZ3,Riboswitch,das,1,28.328,0.504,3_das_1_solution_3_das_1_refined_C1'-gGSP.csv,3_das_1_solution.pdb,3_das_1_refined.pdb,refined_pair,PZ3,True
PZ3,Riboswitch,das,4,30.01,0.513,3_das_4_solution_3_das_4_refined_C1'-gGSP.csv,3_das_4_solution.pdb,3_das_4_refined.pdb,refined_pair,PZ3,True
PZ3,Riboswitch,dokholyan,1,20.314,0.442,3_dokholyan_1_solution_3_dokholyan_1_refined_C1'-gGSP.csv,3_dokholyan_1_solution.pdb,3_dokholyan_1_refined.pdb,refined_pair,PZ3,True
PZ31,Viral element,bujnicki,2,78.211,0.755,PZ31_Bujnicki_2_solution_PZ31_Bujnicki_2_refined_C1'-gGSP.csv,PZ31_Bujnicki_2_solution.pdb,PZ31_Bujnicki_2_refined.pdb,refined_pair,PZ31,True
PZ31,Viral element,bujnicki,3,38.993,0.669,PZ31_Bujnicki_3_solution_PZ31_Bujnicki_3_refined_C1'-gGSP.csv,PZ31_Bujnicki_3_solution.pdb,PZ31_Bujnicki_3_refined.pdb,refined_pair,PZ31,True
PZ31,Viral element,chen,8,37.631,0.651,PZ31_Chen_8_solution_PZ31_Chen_8_refined_C1'-gGSP.csv,PZ31_Chen_8_solution.pdb,PZ31_Chen_8_refined.pdb,refined_pair,PZ31,True
PZ31,Viral element,dfold,10,16.975,0.213,PZ31_Dfold_10_solution_PZ31_Dfold_10_refined_C1'-gGSP.csv,PZ31_Dfold_10_solution.pdb,PZ31_Dfold_10_refined.pdb,refined_pair,PZ31,True
PZ31,Viral element,dfold,1,3.018,0.301,PZ31_Dfold_1_solution_PZ31_Dfold_1_refined_C1'-gGSP.csv,PZ31_Dfold_1_solution.pdb,PZ31_Dfold_1_refined.pdb,refined_pair,PZ31,True
PZ31,Viral element,dfold,2,39.287,0.436,PZ31_Dfold_2_solution_PZ31_Dfold_2_refined_C1'-gGSP.csv,PZ31_Dfold_2_solution.pdb,PZ31_Dfold_2_refined.pdb,refined_pair,PZ31,True
PZ31,Viral element,dfold,3,7.381,0.12,PZ31_Dfold_3_solution_PZ31_Dfold_3_refined_C1'-gGSP.csv,PZ31_Dfold_3_solution.pdb,PZ31_Dfold_3_refined.pdb,refined_pair,PZ31,True
PZ31,Viral element,ding,2,46.181,0.585,PZ31_Ding_2_solution_PZ31_Ding_2_refined_C1'-gGSP.csv,PZ31_Ding_2_solution.pdb,PZ31_Ding_2_refined.pdb,refined_pair,PZ31,True
PZ31,Viral element,ding,3,45.201,0.566,PZ31_Ding_3_solution_PZ31_Ding_3_refined_C1'-gGSP.csv,PZ31_Ding_3_solution.pdb,PZ31_Ding_3_refined.pdb,refined_pair,PZ31,True
PZ31,Viral element,perez,6,12.691,0.431,PZ31_Perez_6_solution_PZ31_Perez_6_refined_C1'-gGSP.csv,PZ31_Perez_6_solution.pdb,PZ31_Perez_6_refined.pdb,refined_pair,PZ31,True
PZ31,Viral element,simrna,1,79.844,0.017,PZ31_SimRNA_1_solution_PZ31_SimRNA_1_refined_C1'-gGSP.csv,PZ31_SimRNA_1_solution.pdb,PZ31_SimRNA_1_refined.pdb,refined_pair,PZ31,True
PZ31,Viral element,simrna,2,59.825,0.157,PZ31_SimRNA_2_solution_PZ31_SimRNA_2_refined_C1'-gGSP.csv,PZ31_SimRNA_2_solution.pdb,PZ31_SimRNA_2_refined.pdb,refined_pair,PZ31,True
PZ31,Viral element,simrna,3,69.136,0.117,PZ31_SimRNA_3_solution_PZ31_SimRNA_3_refined_C1'-gGSP.csv,PZ31_SimRNA_3_solution.pdb,PZ31_SimRNA_3_refined.pdb,refined_pair,PZ31,True
PZ31,Viral element,simrna,4,57.467,0.116,PZ31_SimRNA_4_solution_PZ31_SimRNA_4_refined_C1'-gGSP.csv,PZ31_SimRNA_4_solution.pdb,PZ31_SimRNA_4_refined.pdb,refined_pair,PZ31,True
PZ31,Viral element,simrna,5,30.985,0.149,PZ31_SimRNA_5_solution_PZ31_SimRNA_5_refined_C1'-gGSP.csv,PZ31_SimRNA_5_solution.pdb,PZ31_SimRNA_5_refined.pdb,refined_pair,PZ31,True
PZ32,Aptamer,boniecki,1,3.822,0.028,PZ32_Boniecki_1_solution_PZ32_Boniecki_1_refined_C1'-gGSP.csv,PZ32_Boniecki_1_solution.pdb,PZ32_Boniecki_1_refined.pdb,refined_pair,PZ32,True
PZ32,Aptamer,boniecki,2,3.956,0.052,PZ32_Boniecki_2_solution_PZ32_Boniecki_2_refined_C1'-gGSP.csv,PZ32_Boniecki_2_solution.pdb,PZ32_Boniecki_2_refined.pdb,refined_pair,PZ32,True
PZ32,Aptamer,boniecki,3,4.243,0.054,PZ32_Boniecki_3_solution_PZ32_Boniecki_3_refined_C1'-gGSP.csv,PZ32_Boniecki_3_solution.pdb,PZ32_Boniecki_3_refined.pdb,refined_pair,PZ32,True
PZ32,Aptamer,boniecki,4,3.861,0.029,PZ32_Boniecki_4_solution_PZ32_Boniecki_4_refined_C1'-gGSP.csv,PZ32_Boniecki_4_solution.pdb,PZ32_Boniecki_4_refined.pdb,refined_pair,PZ32,True
PZ32,Aptamer,boniecki,5,8.034,0.015,PZ32_Boniecki_5_solution_PZ32_Boniecki_5_refined_C1'-gGSP.csv,PZ32_Boniecki_5_solution.pdb,PZ32_Boniecki_5_refined.pdb,refined_pair,PZ32,True
PZ32,Aptamer,bujnicki,2,13.759,0.459,PZ32_Bujnicki_2_solution_PZ32_Bujnicki_2_refined_C1'-gGSP.csv,PZ32_Bujnicki_2_solution.pdb,PZ32_Bujnicki_2_refined.pdb,refined_pair,PZ32,True
PZ32,Aptamer,das,1,6.032,0.396,PZ32_Das_1_solution_PZ32_Das_1_refined_C1'-gGSP.csv,PZ32_Das_1_solution.pdb,PZ32_Das_1_refined.pdb,refined_pair,PZ32,True
PZ32,Aptamer,das,2,7.499,0.427,PZ32_Das_2_solution_PZ32_Das_2_refined_C1'-gGSP.csv,PZ32_Das_2_solution.pdb,PZ32_Das_2_refined.pdb,refined_pair,PZ32,True
PZ32,Aptamer,dfold,10,4.833,0.129,PZ32_Dfold_10_solution_PZ32_Dfold_10_refined_C1'-gGSP.csv,PZ32_Dfold_10_solution.pdb,PZ32_Dfold_10_refined.pdb,refined_pair,PZ32,True
PZ32,Aptamer,dfold,2,21.989,0.301,PZ32_Dfold_2_solution_PZ32_Dfold_2_refined_C1'-gGSP.csv,PZ32_Dfold_2_solution.pdb,PZ32_Dfold_2_refined.pdb,refined_pair,PZ32,True
PZ32,Aptamer,dfold,3,9.323,0.069,PZ32_Dfold_3_solution_PZ32_Dfold_3_refined_C1'-gGSP.csv,PZ32_Dfold_3_solution.pdb,PZ32_Dfold_3_refined.pdb,refined_pair,PZ32,True
PZ32,Aptamer,dfold,4,9.351,0.138,PZ32_Dfold_4_solution_PZ32_Dfold_4_refined_C1'-gGSP.csv,PZ32_Dfold_4_solution.pdb,PZ32_Dfold_4_refined.pdb,refined_pair,PZ32,True
PZ32,Aptamer,dfold,6,3.791,0.092,PZ32_Dfold_6_solution_PZ32_Dfold_6_refined_C1'-gGSP.csv,PZ32_Dfold_6_solution.pdb,PZ32_Dfold_6_refined.pdb,refined_pair,PZ32,True
PZ32,Aptamer,dfold,7,5.285,0.118,PZ32_Dfold_7_solution_PZ32_Dfold_7_refined_C1'-gGSP.csv,PZ32_Dfold_7_solution.pdb,PZ32_Dfold_7_refined.pdb,refined_pair,PZ32,True
PZ32,Aptamer,dfold,8,7.538,0.128,PZ32_Dfold_8_solution_PZ32_Dfold_8_refined_C1'-gGSP.csv,PZ32_Dfold_8_solution.pdb,PZ32_Dfold_8_refined.pdb,refined_pair,PZ32,True
PZ32,Aptamer,dfold,9,7.652,0.051,PZ32_Dfold_9_solution_PZ32_Dfold_9_refined_C1'-gGSP.csv,PZ32_Dfold_9_solution.pdb,PZ32_Dfold_9_refined.pdb,refined_pair,PZ32,True
PZ32,Aptamer,ding,8,18.139,0.402,PZ32_Ding_8_solution_PZ32_Ding_8_refined_C1'-gGSP.csv,PZ32_Ding_8_solution.pdb,PZ32_Ding_8_refined.pdb,refined_pair,PZ32,True
PZ32,Aptamer,dokholyan,1,15.619,0.386,PZ32_Dokholyan_1_solution_PZ32_Dokholyan_1_refined_C1'-gGSP.csv,PZ32_Dokholyan_1_solution.pdb,PZ32_Dokholyan_1_refined.pdb,refined_pair,PZ32,True
PZ32,Aptamer,dokholyan,3,4.459,0.034,PZ32_Dokholyan_3_solution_PZ32_Dokholyan_3_refined_C1'-gGSP.csv,PZ32_Dokholyan_3_solution.pdb,PZ32_Dokholyan_3_refined.pdb,refined_pair,PZ32,True
PZ32,Aptamer,farfar2,2,21.037,0.536,PZ32_FARFAR2_2_solution_PZ32_FARFAR2_2_refined_C1'-gGSP.csv,PZ32_FARFAR2_2_solution.pdb,PZ32_FARFAR2_2_refined.pdb,refined_pair,PZ32,True
PZ32,Aptamer,farfar2,3,6.032,0.396,PZ32_FARFAR2_3_solution_PZ32_FARFAR2_3_refined_C1'-gGSP.csv,PZ32_FARFAR2_3_solution.pdb,PZ32_FARFAR2_3_refined.pdb,refined_pair,PZ32,True
PZ32,Aptamer,farfar2,4,19.826,0.533,PZ32_FARFAR2_4_solution_PZ32_FARFAR2_4_refined_C1'-gGSP.csv,PZ32_FARFAR2_4_solution.pdb,PZ32_FARFAR2_4_refined.pdb,refined_pair,PZ32,True
PZ32,Aptamer,farfar2,5,7.499,0.427,PZ32_FARFAR2_5_solution_PZ32_FARFAR2_5_refined_C1'-gGSP.csv,PZ32_FARFAR2_5_solution.pdb,PZ32_FARFAR2_5_refined.pdb,refined_pair,PZ32,True
PZ32,Aptamer,nithin,5,18.426,0.424,PZ32_Nithin_5_solution_PZ32_Nithin_5_refined_C1'-gGSP.csv,PZ32_Nithin_5_solution.pdb,PZ32_Nithin_5_refined.pdb,refined_pair,PZ32,True
PZ32,Aptamer,simrna,1,16.971,0.034,PZ32_SimRNA_1_solution_PZ32_SimRNA_1_refined_C1'-gGSP.csv,PZ32_SimRNA_1_solution.pdb,PZ32_SimRNA_1_refined.pdb,refined_pair,PZ32,True
PZ32,Aptamer,simrna,2,13.727,0.024,PZ32_SimRNA_2_solution_PZ32_SimRNA_2_refined_C1'-gGSP.csv,PZ32_SimRNA_2_solution.pdb,PZ32_SimRNA_2_refined.pdb,refined_pair,PZ32,True
PZ32,Aptamer,simrna,3,16.48,0.132,PZ32_SimRNA_3_solution_PZ32_SimRNA_3_refined_C1'-gGSP.csv,PZ32_SimRNA_3_solution.pdb,PZ32_SimRNA_3_refined.pdb,refined_pair,PZ32,True
PZ32,Aptamer,simrna,4,4.097,0.043,PZ32_SimRNA_4_solution_PZ32_SimRNA_4_refined_C1'-gGSP.csv,PZ32_SimRNA_4_solution.pdb,PZ32_SimRNA_4_refined.pdb,refined_pair,PZ32,True
