Lab,Num,gGSP,RMSD,TM-score,INF_all,lDDT,Target,Type
adamiak,3,28.881,17.328,0.278,0.817,0.587,PZ28tBox,Riboswitch
adamiak,4,29.407,19.912,0.236,0.795,0.596,PZ28tBox,Riboswitch
adamiak,5,29.118,16.087,0.238,0.787,0.59,PZ28tBox,Riboswitch
bujnicki,1,28.437,19.309,0.244,0.703,0.544,PZ28tBox,Riboswitch
bujnicki,2,25.779,17.382,0.258,0.673,0.527,PZ28tBox,Riboswitch
bujnicki,3,28.515,20.266,0.238,0.734,0.544,PZ28tBox,Riboswitch
bujnicki,4,29.75,19.59,0.225,0.7,0.527,PZ28tBox,Riboswitch
bujnicki,5,28.456,20.939,0.251,0.711,0.495,PZ28tBox,Riboswitch
chen,10,29.001,24.964,0.197,0.735,0.523,PZ28tBox,Riboswitch
chen,1,29.317,24.387,0.236,0.724,0.478,PZ28tBox,Riboswitch
chen,2,28.554,26.309,0.21,0.769,0.496,PZ28tBox,Riboswitch
chen,3,30.566,25.475,0.255,0.753,0.496,PZ28tBox,Riboswitch
chen,4,29.421,27.253,0.216,0.766,0.531,PZ28tBox,Riboswitch
chen,5,29.545,26.695,0.228,0.742,0.535,PZ28tBox,Riboswitch
chen,6,30.746,23.06,0.224,0.737,0.499,PZ28tBox,Riboswitch
chen,7,28.852,23.959,0.237,0.767,0.51,PZ28tBox,Riboswitch
chen,8,28.631,25.726,0.237,0.753,0.501,PZ28tBox,Riboswitch
chen,9,29.12,22.825,0.218,0.748,0.513,PZ28tBox,Riboswitch
das,10,31.67,15.943,0.238,0.855,0.648,PZ28tBox,Riboswitch
das,1,32.601,10.795,0.227,0.831,0.659,PZ28tBox,Riboswitch
das,2,30.195,13.646,0.235,0.836,0.624,PZ28tBox,Riboswitch
das,3,33.473,10.49,0.26,0.842,0.67,PZ28tBox,Riboswitch
das,4,29.676,19.588,0.222,0.855,0.641,PZ28tBox,Riboswitch
das,5,34.311,11.403,0.229,0.855,0.639,PZ28tBox,Riboswitch
das,6,31.085,15.312,0.241,0.809,0.628,PZ28tBox,Riboswitch
das,7,30.278,17.922,0.281,0.82,0.638,PZ28tBox,Riboswitch
das,8,30.2,19.188,0.228,0.807,0.624,PZ28tBox,Riboswitch
das,9,29.522,19.735,0.29,0.84,0.633,PZ28tBox,Riboswitch
ding,1,20.619,18.143,0.203,0.613,0.461,PZ28tBox,Riboswitch
ding,2,25.774,16.392,0.198,0.66,0.45,PZ28tBox,Riboswitch
farfar2,10,30.203,20.467,0.24,0.851,0.629,PZ28tBox,Riboswitch
farfar2,1,30.296,20.105,0.292,0.834,0.642,PZ28tBox,Riboswitch
farfar2,2,31.255,16.23,0.243,0.86,0.659,PZ28tBox,Riboswitch
farfar2,3,39.585,5.994,0.252,0.851,0.663,PZ28tBox,Riboswitch
farfar2,4,29.037,16.692,0.241,0.82,0.628,PZ28tBox,Riboswitch
farfar2,5,30.271,15.647,0.3,0.83,0.638,PZ28tBox,Riboswitch
farfar2,6,30.195,13.646,0.235,0.836,0.624,PZ28tBox,Riboswitch
farfar2,7,29.805,18.318,0.266,0.833,0.611,PZ28tBox,Riboswitch
farfar2,8,31.67,15.943,0.238,0.855,0.648,PZ28tBox,Riboswitch
farfar2,9,29.742,19.634,0.272,0.818,0.612,PZ28tBox,Riboswitch
ifoldrna,1,13.656,21.631,0.22,0.648,0.037,PZ28tBox,Riboswitch
ifoldrna,2,15.366,21.194,0.199,0.667,0.015,PZ28tBox,Riboswitch
ifoldrna,3,15.478,19.499,0.202,0.636,0.041,PZ28tBox,Riboswitch
ifoldrna,4,14.891,18.5,0.237,0.67,0.039,PZ28tBox,Riboswitch
ifoldrna,5,14.3,17.547,0.207,0.61,0.033,PZ28tBox,Riboswitch
rnacomposer,1,31.812,13.208,0.264,0.821,0.618,PZ28tBox,Riboswitch
rnacomposer,2,31.521,21.338,0.285,0.784,0.604,PZ28tBox,Riboswitch
rnacomposer,3,30.724,27.63,0.249,0.714,0.583,PZ28tBox,Riboswitch
rnacomposer,4,31.189,25.292,0.208,0.725,0.569,PZ28tBox,Riboswitch
rnacomposer,5,30.65,16.826,0.242,0.692,0.559,PZ28tBox,Riboswitch
simrna,1,16.219,20.223,0.229,0.725,0.032,PZ28tBox,Riboswitch
simrna,2,17.184,19.559,0.209,0.682,0.029,PZ28tBox,Riboswitch
simrna,3,16.92,19.274,0.243,0.676,0.018,PZ28tBox,Riboswitch
simrna,4,13.634,20.45,0.222,0.682,0.043,PZ28tBox,Riboswitch
simrna,5,16.023,16.196,0.247,0.712,0.047,PZ28tBox,Riboswitch
tfn,10,32.511,19.581,0.255,0.836,0.621,PZ28tBox,Riboswitch
tfn,1,33.523,23.045,0.261,0.806,0.605,PZ28tBox,Riboswitch
tfn,2,29.744,20.757,0.236,0.831,0.618,PZ28tBox,Riboswitch
tfn,3,49.958,5.026,0.26,0.852,0.67,PZ28tBox,Riboswitch
tfn,4,32.029,13.56,0.246,0.826,0.629,PZ28tBox,Riboswitch
tfn,5,30.943,14.172,0.245,0.851,0.636,PZ28tBox,Riboswitch
tfn,6,31.412,12.679,0.243,0.849,0.65,PZ28tBox,Riboswitch
tfn,7,30.502,16.549,0.246,0.835,0.622,PZ28tBox,Riboswitch
tfn,8,29.876,17.007,0.24,0.833,0.625,PZ28tBox,Riboswitch
tfn,9,31.575,17.554,0.237,0.844,0.63,PZ28tBox,Riboswitch
xiao,1,13.388,26.018,0.283,0.428,0.39,PZ28tBox,Riboswitch
xiao,2,12.128,24.983,0.266,0.412,0.39,PZ28tBox,Riboswitch
xiao,3,13.256,29.167,0.223,0.455,0.413,PZ28tBox,Riboswitch
xiao,4,14.557,25.934,0.219,0.453,0.409,PZ28tBox,Riboswitch
xiao,5,18.121,20.33,0.233,0.662,0.48,PZ28tBox,Riboswitch
adamiak,1,28.291,9.047,0.452,0.794,0.583,PZ28tRNA,Riboswitch
adamiak,2,35.409,6.5,0.45,0.73,0.599,PZ28tRNA,Riboswitch
adamiak,3,28.881,6.795,0.427,0.748,0.587,PZ28tRNA,Riboswitch
adamiak,4,29.407,7.321,0.419,0.774,0.596,PZ28tRNA,Riboswitch
adamiak,5,29.118,6.861,0.455,0.784,0.59,PZ28tRNA,Riboswitch
bujnicki,1,28.437,4.541,0.664,0.805,0.544,PZ28tRNA,Riboswitch
bujnicki,2,25.779,6.757,0.657,0.805,0.527,PZ28tRNA,Riboswitch
bujnicki,3,28.515,4.815,0.662,0.788,0.544,PZ28tRNA,Riboswitch
bujnicki,4,29.75,5.075,0.658,0.798,0.527,PZ28tRNA,Riboswitch
bujnicki,5,28.456,5.258,0.659,0.786,0.495,PZ28tRNA,Riboswitch
chen,10,29.001,5.077,0.618,0.872,0.523,PZ28tRNA,Riboswitch
chen,1,29.317,4.929,0.616,0.851,0.478,PZ28tRNA,Riboswitch
chen,2,28.554,4.857,0.623,0.88,0.496,PZ28tRNA,Riboswitch
chen,3,30.566,5.236,0.631,0.844,0.496,PZ28tRNA,Riboswitch
chen,4,29.421,4.542,0.617,0.876,0.531,PZ28tRNA,Riboswitch
chen,5,29.545,4.093,0.612,0.865,0.535,PZ28tRNA,Riboswitch
chen,6,30.746,5.231,0.618,0.852,0.499,PZ28tRNA,Riboswitch
chen,7,28.852,5.688,0.628,0.87,0.51,PZ28tRNA,Riboswitch
chen,8,28.631,5.41,0.61,0.864,0.497,PZ28tRNA,Riboswitch
chen,9,29.12,5.339,0.63,0.858,0.513,PZ28tRNA,Riboswitch
das,10,31.67,3.947,0.669,0.828,0.648,PZ28tRNA,Riboswitch
das,1,32.601,3.022,0.685,0.831,0.659,PZ28tRNA,Riboswitch
das,2,30.195,3.867,0.666,0.8,0.624,PZ28tRNA,Riboswitch
das,3,33.502,3.123,0.684,0.847,0.67,PZ28tRNA,Riboswitch
das,4,29.676,4.168,0.683,0.821,0.641,PZ28tRNA,Riboswitch
das,5,34.311,2.921,0.704,0.842,0.639,PZ28tRNA,Riboswitch
das,6,31.085,4.635,0.664,0.824,0.628,PZ28tRNA,Riboswitch
das,7,30.278,2.792,0.707,0.837,0.638,PZ28tRNA,Riboswitch
das,8,30.2,3.094,0.699,0.833,0.624,PZ28tRNA,Riboswitch
das,9,29.522,4.055,0.666,0.821,0.633,PZ28tRNA,Riboswitch
ding,1,20.619,7.171,0.379,0.749,0.461,PZ28tRNA,Riboswitch
ding,2,25.774,6.192,0.357,0.775,0.45,PZ28tRNA,Riboswitch
farfar2,10,30.203,3.829,0.671,0.828,0.629,PZ28tRNA,Riboswitch
farfar2,1,30.296,3.146,0.703,0.842,0.642,PZ28tRNA,Riboswitch
farfar2,2,31.255,3.084,0.702,0.84,0.659,PZ28tRNA,Riboswitch
farfar2,3,39.585,3.883,0.678,0.8,0.663,PZ28tRNA,Riboswitch
farfar2,4,29.037,3.548,0.686,0.824,0.628,PZ28tRNA,Riboswitch
farfar2,5,30.271,3.123,0.677,0.842,0.638,PZ28tRNA,Riboswitch
farfar2,6,30.195,3.867,0.666,0.8,0.624,PZ28tRNA,Riboswitch
farfar2,7,29.805,3.196,0.678,0.837,0.611,PZ28tRNA,Riboswitch
farfar2,8,31.67,3.947,0.669,0.828,0.648,PZ28tRNA,Riboswitch
farfar2,9,29.742,4.2,0.673,0.81,0.612,PZ28tRNA,Riboswitch
ifoldrna,1,13.656,15.179,0.221,0.684,0.037,PZ28tRNA,Riboswitch
ifoldrna,2,15.366,14.111,0.286,0.699,0.015,PZ28tRNA,Riboswitch
ifoldrna,3,15.478,14.102,0.306,0.659,0.041,PZ28tRNA,Riboswitch
ifoldrna,4,14.891,15.281,0.295,0.655,0.039,PZ28tRNA,Riboswitch
ifoldrna,5,14.3,14.532,0.249,0.687,0.033,PZ28tRNA,Riboswitch
rnacomposer,1,31.812,5.015,0.512,0.793,0.618,PZ28tRNA,Riboswitch
rnacomposer,2,31.521,3.144,0.597,0.823,0.604,PZ28tRNA,Riboswitch
rnacomposer,3,30.724,3.19,0.639,0.764,0.583,PZ28tRNA,Riboswitch
rnacomposer,4,31.189,4.279,0.534,0.738,0.569,PZ28tRNA,Riboswitch
rnacomposer,5,30.65,6.55,0.396,0.812,0.559,PZ28tRNA,Riboswitch
simrna,1,16.219,15.409,0.252,0.675,0.032,PZ28tRNA,Riboswitch
simrna,2,17.184,16.245,0.281,0.657,0.029,PZ28tRNA,Riboswitch
simrna,3,16.92,16.84,0.249,0.667,0.018,PZ28tRNA,Riboswitch
simrna,4,13.634,23.771,0.212,0.709,0.043,PZ28tRNA,Riboswitch
simrna,5,16.023,19.324,0.178,0.561,0.047,PZ28tRNA,Riboswitch
tfn,10,32.511,3.667,0.671,0.835,0.621,PZ28tRNA,Riboswitch
tfn,1,33.523,3.611,0.681,0.819,0.605,PZ28tRNA,Riboswitch
tfn,2,29.744,2.73,0.702,0.837,0.618,PZ28tRNA,Riboswitch
tfn,3,49.958,3.304,0.695,0.835,0.67,PZ28tRNA,Riboswitch
tfn,4,32.029,3.493,0.674,0.814,0.629,PZ28tRNA,Riboswitch
tfn,5,30.943,3.23,0.67,0.847,0.636,PZ28tRNA,Riboswitch
tfn,6,31.412,3.957,0.661,0.835,0.65,PZ28tRNA,Riboswitch
tfn,7,30.502,3.758,0.662,0.814,0.622,PZ28tRNA,Riboswitch
tfn,8,29.876,3.558,0.666,0.824,0.625,PZ28tRNA,Riboswitch
tfn,9,31.575,3.811,0.684,0.821,0.63,PZ28tRNA,Riboswitch
xiao,1,13.388,5.148,0.666,0.722,0.39,PZ28tRNA,Riboswitch
xiao,2,12.128,5.148,0.666,0.722,0.39,PZ28tRNA,Riboswitch
xiao,3,13.256,5.148,0.666,0.722,0.413,PZ28tRNA,Riboswitch
xiao,4,14.557,5.148,0.666,0.722,0.409,PZ28tRNA,Riboswitch
xiao,5,18.121,5.148,0.666,0.722,0.48,PZ28tRNA,Riboswitch
chen,10,57.989,5.241,0.324,0.793,0.584,PZ29,Riboswitch
chen,1,24.985,12.344,0.249,0.753,0.567,PZ29,Riboswitch
chen,2,30.158,9.217,0.285,0.747,0.608,PZ29,Riboswitch
chen,3,36.424,7.771,0.301,0.78,0.6,PZ29,Riboswitch
chen,4,62.761,6.011,0.29,0.785,0.569,PZ29,Riboswitch
chen,5,51.53,6.772,0.324,0.812,0.628,PZ29,Riboswitch
chen,6,24.415,13.194,0.233,0.81,0.536,PZ29,Riboswitch
chen,7,28.476,10.995,0.258,0.774,0.541,PZ29,Riboswitch
chen,8,44.149,7.481,0.26,0.76,0.595,PZ29,Riboswitch
chen,9,96.484,4.676,0.339,0.815,0.632,PZ29,Riboswitch
daspostdeadline,10,36.072,9.236,0.349,0.791,0.643,PZ29,Riboswitch
daspostdeadline,1,28.268,13.879,0.307,0.788,0.626,PZ29,Riboswitch
daspostdeadline,2,53.894,5.573,0.4,0.794,0.678,PZ29,Riboswitch
daspostdeadline,3,41.915,6.799,0.321,0.778,0.646,PZ29,Riboswitch
daspostdeadline,4,36.257,6.897,0.333,0.768,0.658,PZ29,Riboswitch
daspostdeadline,5,38.91,7.44,0.31,0.756,0.641,PZ29,Riboswitch
daspostdeadline,6,35.034,8.924,0.395,0.778,0.623,PZ29,Riboswitch
daspostdeadline,7,31.677,8.0,0.362,0.795,0.614,PZ29,Riboswitch
daspostdeadline,8,52.379,5.491,0.376,0.736,0.586,PZ29,Riboswitch
daspostdeadline,9,31.54,7.907,0.317,0.784,0.628,PZ29,Riboswitch
dokholyan,1,16.967,15.734,0.264,0.623,0.508,PZ29,Riboswitch
rnacomposer,1,94.705,4.297,0.363,0.772,0.658,PZ29,Riboswitch
rnacomposer,2,38.51,10.936,0.333,0.768,0.637,PZ29,Riboswitch
rnacomposer,4,31.929,7.791,0.32,0.81,0.615,PZ29,Riboswitch
rnacomposer,5,96.235,4.806,0.346,0.717,0.637,PZ29,Riboswitch
simrna,1,28.05,13.27,0.254,0.744,0.057,PZ29,Riboswitch
simrna,2,28.242,12.85,0.326,0.787,0.052,PZ29,Riboswitch
simrna,3,34.149,9.571,0.286,0.781,0.093,PZ29,Riboswitch
simrna,4,28.691,13.087,0.278,0.74,0.024,PZ29,Riboswitch
simrna,5,28.038,12.346,0.304,0.771,0.083,PZ29,Riboswitch
szachniuk,1,87.109,4.987,0.309,0.82,0.661,PZ29,Riboswitch
szachniuk,2,39.31,6.47,0.265,0.8,0.617,PZ29,Riboswitch
szachniuk,3,96.384,4.793,0.34,0.74,0.616,PZ29,Riboswitch
szachniuk,4,42.986,7.212,0.291,0.824,0.655,PZ29,Riboswitch
szachniuk,5,87.109,4.987,0.309,0.82,0.661,PZ29,Riboswitch
bujnicki,1,30.622,12.186,0.261,0.71,0.484,PZ3,Riboswitch
bujnicki,2,28.616,14.057,0.3,0.656,0.49,PZ3,Riboswitch
chen,1,42.273,7.241,0.315,0.755,0.484,PZ3,Riboswitch
das,1,28.328,15.481,0.267,0.738,0.504,PZ3,Riboswitch
das,2,29.76,12.199,0.263,0.765,0.487,PZ3,Riboswitch
das,3,29.035,16.954,0.265,0.748,0.514,PZ3,Riboswitch
das,4,30.01,18.298,0.31,0.731,0.513,PZ3,Riboswitch
das,5,29.092,11.965,0.309,0.741,0.495,PZ3,Riboswitch
dokholyan,1,20.314,15.92,0.202,0.718,0.442,PZ3,Riboswitch
dokholyan,2,22.779,11.46,0.262,0.75,0.475,PZ3,Riboswitch
major,1,7.341,22.987,0.289,0.523,0.009,PZ3,Riboswitch
major,2,29.834,13.701,0.237,0.62,0.016,PZ3,Riboswitch
bujnicki,1,33.248,17.994,0.029,0.697,,PZ30,RNA-binding protein
bujnicki,2,34.563,15.096,0.043,0.685,,PZ30,RNA-binding protein
bujnicki,3,34.575,17.536,0.04,0.677,,PZ30,RNA-binding protein
bujnicki,4,34.23,14.59,0.037,0.705,,PZ30,RNA-binding protein
bujnicki,5,38.536,18.261,0.04,0.722,,PZ30,RNA-binding protein
chen,10,35.614,14.079,0.031,0.649,,PZ30,RNA-binding protein
chen,1,82.896,5.021,0.043,0.671,,PZ30,RNA-binding protein
chen,2,52.657,13.828,0.032,0.689,,PZ30,RNA-binding protein
chen,3,38.088,16.613,0.033,0.692,,PZ30,RNA-binding protein
chen,4,47.881,9.606,0.041,0.723,,PZ30,RNA-binding protein
chen,5,36.047,16.059,0.033,0.684,,PZ30,RNA-binding protein
chen,6,41.054,16.313,0.037,0.683,,PZ30,RNA-binding protein
chen,7,42.387,16.624,0.034,0.682,,PZ30,RNA-binding protein
chen,8,46.78,19.53,0.035,0.652,,PZ30,RNA-binding protein
chen,9,55.962,7.381,0.036,0.659,,PZ30,RNA-binding protein
ding,1,40.335,14.444,0.045,0.671,,PZ30,RNA-binding protein
ding,2,39.81,14.212,0.049,0.662,,PZ30,RNA-binding protein
ding,3,32.097,12.813,0.051,0.658,,PZ30,RNA-binding protein
ding,4,38.211,12.286,0.041,0.662,,PZ30,RNA-binding protein
ding,5,36.577,14.635,0.045,0.623,,PZ30,RNA-binding protein
ding,6,36.219,13.307,0.041,0.631,,PZ30,RNA-binding protein
ding,7,32.213,13.082,0.039,0.641,,PZ30,RNA-binding protein
ding,8,39.788,12.566,0.044,0.689,,PZ30,RNA-binding protein
nithin,1,4.725,27.266,0.034,0.404,,PZ30,RNA-binding protein
szachniuk,1,37.021,14.874,0.04,0.693,,PZ30,RNA-binding protein
szachniuk,2,33.235,17.004,0.034,0.724,,PZ30,RNA-binding protein
szachniuk,3,47.782,12.318,0.037,0.744,,PZ30,RNA-binding protein
szachniuk,4,32.032,17.143,0.035,0.676,,PZ30,RNA-binding protein
szachniuk,5,34.736,18.423,0.034,0.671,,PZ30,RNA-binding protein
xiao,1,37.046,15.595,0.04,0.73,,PZ30,RNA-binding protein
xiao,2,32.807,19.083,0.041,0.676,,PZ30,RNA-binding protein
xiao,3,37.236,20.212,0.038,0.697,,PZ30,RNA-binding protein
xiao,4,38.029,14.791,0.037,0.718,,PZ30,RNA-binding protein
xiao,5,25.931,18.091,0.038,0.575,,PZ30,RNA-binding protein
bujnicki,1,47.856,12.774,0.344,0.841,0.694,PZ31,Viral element
bujnicki,2,78.211,5.449,0.359,0.849,0.755,PZ31,Viral element
bujnicki,3,38.993,10.601,0.326,0.826,0.669,PZ31,Viral element
bujnicki,4,81.555,5.513,0.35,0.878,0.708,PZ31,Viral element
bujnicki,5,81.764,6.414,0.33,0.858,0.727,PZ31,Viral element
chen,10,76.17,6.01,0.373,0.886,0.67,PZ31,Viral element
chen,1,70.034,5.645,0.374,0.868,0.714,PZ31,Viral element
chen,2,46.23,5.688,0.301,0.806,0.69,PZ31,Viral element
chen,3,81.3,5.513,0.328,0.821,0.67,PZ31,Viral element
chen,4,46.23,13.181,0.337,0.829,0.68,PZ31,Viral element
chen,5,48.33,5.415,0.356,0.797,0.672,PZ31,Viral element
chen,6,56.977,5.584,0.317,0.833,0.664,PZ31,Viral element
chen,7,89.7,5.166,0.38,0.866,0.691,PZ31,Viral element
chen,8,37.631,7.215,0.395,0.812,0.651,PZ31,Viral element
chen,9,48.228,6.646,0.38,0.816,0.616,PZ31,Viral element
dfold,10,16.975,20.565,0.293,0.516,0.213,PZ31,Viral element
dfold,1,3.018,25.574,0.329,0.444,0.301,PZ31,Viral element
dfold,2,39.287,14.069,0.342,0.753,0.436,PZ31,Viral element
dfold,3,7.381,22.795,0.202,0.5,0.12,PZ31,Viral element
dfold,4,3.282,22.592,0.244,0.419,0.16,PZ31,Viral element
dfold,5,3.213,22.043,0.202,0.421,0.08,PZ31,Viral element
dfold,6,3.086,21.345,0.292,0.43,0.173,PZ31,Viral element
dfold,7,2.831,23.998,0.217,0.391,0.17,PZ31,Viral element
dfold,8,4.876,24.803,0.219,0.398,0.125,PZ31,Viral element
ding,10,33.493,12.317,0.312,0.719,0.498,PZ31,Viral element
ding,1,73.038,5.861,0.311,0.774,0.609,PZ31,Viral element
ding,2,46.181,7.474,0.278,0.772,0.585,PZ31,Viral element
ding,3,45.201,6.751,0.305,0.758,0.566,PZ31,Viral element
ding,4,37.729,9.095,0.263,0.762,0.553,PZ31,Viral element
ding,5,37.206,9.635,0.233,0.741,0.536,PZ31,Viral element
ding,6,33.911,9.198,0.287,0.705,0.544,PZ31,Viral element
ding,7,29.761,14.082,0.266,0.722,0.487,PZ31,Viral element
ding,8,30.156,12.034,0.272,0.733,0.484,PZ31,Viral element
ding,9,39.342,11.661,0.287,0.703,0.514,PZ31,Viral element
dokholyan,1,91.614,4.956,0.326,0.864,0.666,PZ31,Viral element
dokholyan,2,92.293,4.798,0.425,0.779,0.699,PZ31,Viral element
nithin,2,46.54,10.253,0.328,0.803,0.688,PZ31,Viral element
nithin,3,48.317,12.775,0.33,0.821,0.693,PZ31,Viral element
nithin,4,45.289,12.591,0.336,0.824,0.697,PZ31,Viral element
nithin,5,46.36,11.372,0.309,0.812,0.682,PZ31,Viral element
perez,10,41.057,11.667,0.317,0.789,0.621,PZ31,Viral element
perez,1,40.57,9.001,0.344,0.7,0.584,PZ31,Viral element
perez,2,27.164,19.562,0.316,0.7,0.529,PZ31,Viral element
perez,3,30.544,17.708,0.329,0.758,0.574,PZ31,Viral element
perez,4,29.143,16.409,0.306,0.77,0.529,PZ31,Viral element
perez,5,29.643,16.075,0.309,0.797,0.601,PZ31,Viral element
perez,7,24.49,18.153,0.244,0.654,0.49,PZ31,Viral element
perez,8,24.666,17.158,0.281,0.659,0.5,PZ31,Viral element
perez,9,27.543,18.727,0.284,0.757,0.532,PZ31,Viral element
rnacomposer,1,31.746,10.897,0.238,0.766,0.592,PZ31,Viral element
rnacomposer,3,52.026,8.825,0.319,0.804,0.628,PZ31,Viral element
rnacomposer,4,59.913,9.57,0.277,0.807,0.612,PZ31,Viral element
simrna,1,79.844,5.924,0.321,0.841,0.017,PZ31,Viral element
simrna,2,59.825,10.196,0.287,0.824,0.157,PZ31,Viral element
simrna,3,69.136,5.978,0.291,0.821,0.117,PZ31,Viral element
simrna,4,57.467,6.529,0.304,0.824,0.116,PZ31,Viral element
simrna,5,30.985,11.672,0.29,0.806,0.149,PZ31,Viral element
szachniuk,1,49.267,9.145,0.299,0.845,0.587,PZ31,Viral element
szachniuk,2,52.359,7.465,0.306,0.832,0.64,PZ31,Viral element
szachniuk,3,59.123,5.781,0.371,0.776,0.658,PZ31,Viral element
szachniuk,4,47.787,12.738,0.345,0.833,0.7,PZ31,Viral element
szachniuk,5,82.607,5.737,0.356,0.794,0.664,PZ31,Viral element
xiao,1,38.16,12.598,0.279,0.733,0.551,PZ31,Viral element
xiao,2,25.234,18.376,0.256,0.754,0.527,PZ31,Viral element
xiao,3,29.091,17.749,0.285,0.71,0.514,PZ31,Viral element
xiao,4,29.865,14.465,0.243,0.716,0.537,PZ31,Viral element
xiao,5,34.93,11.267,0.27,0.704,0.53,PZ31,Viral element
ares,10,33.821,8.367,0.26,0.761,0.548,PZ32,Aptamer
ares,1,3.85,26.757,0.26,0.433,0.299,PZ32,Aptamer
ares,2,3.759,21.716,0.274,0.485,0.31,PZ32,Aptamer
ares,3,3.909,24.561,0.316,0.447,0.297,PZ32,Aptamer
ares,4,4.691,23.464,0.296,0.407,0.301,PZ32,Aptamer
ares,5,24.875,8.763,0.241,0.78,0.548,PZ32,Aptamer
ares,6,18.8,14.164,0.245,0.837,0.528,PZ32,Aptamer
ares,7,18.344,14.622,0.228,0.776,0.495,PZ32,Aptamer
ares,8,25.524,8.131,0.272,0.782,0.556,PZ32,Aptamer
ares,9,24.887,7.581,0.324,0.779,0.56,PZ32,Aptamer
boniecki,1,3.822,19.327,0.237,0.408,0.028,PZ32,Aptamer
boniecki,2,3.956,19.274,0.258,0.393,0.052,PZ32,Aptamer
boniecki,3,4.243,17.644,0.227,0.389,0.054,PZ32,Aptamer
boniecki,4,3.861,16.878,0.246,0.336,0.029,PZ32,Aptamer
boniecki,5,8.034,17.953,0.302,0.482,0.015,PZ32,Aptamer
bujnicki,1,5.399,19.296,0.227,0.541,0.37,PZ32,Aptamer
bujnicki,2,13.759,12.924,0.292,0.638,0.459,PZ32,Aptamer
bujnicki,3,4.231,23.307,0.208,0.443,0.296,PZ32,Aptamer
bujnicki,4,17.864,11.931,0.208,0.579,0.453,PZ32,Aptamer
bujnicki,5,3.802,27.432,0.267,0.471,0.308,PZ32,Aptamer
das,10,33.821,8.367,0.26,0.761,0.548,PZ32,Aptamer
das,1,6.032,18.706,0.262,0.58,0.396,PZ32,Aptamer
das,2,7.499,20.597,0.23,0.572,0.427,PZ32,Aptamer
das,3,5.364,20.612,0.203,0.492,0.359,PZ32,Aptamer
das,4,26.012,10.175,0.261,0.798,0.493,PZ32,Aptamer
das,5,39.271,6.972,0.287,0.798,0.582,PZ32,Aptamer
das,6,3.85,26.757,0.26,0.433,0.299,PZ32,Aptamer
das,7,4.691,23.464,0.296,0.407,0.301,PZ32,Aptamer
das,8,18.8,14.164,0.245,0.837,0.528,PZ32,Aptamer
das,9,18.344,14.622,0.228,0.776,0.495,PZ32,Aptamer
dfold,10,4.833,14.629,0.242,0.367,0.129,PZ32,Aptamer
dfold,1,10.464,10.73,0.238,0.528,0.202,PZ32,Aptamer
dfold,2,21.989,8.468,0.282,0.734,0.301,PZ32,Aptamer
dfold,3,9.323,14.132,0.18,0.533,0.069,PZ32,Aptamer
dfold,4,9.351,15.583,0.238,0.465,0.138,PZ32,Aptamer
dfold,5,10.33,13.041,0.208,0.515,0.221,PZ32,Aptamer
dfold,6,3.791,17.492,0.191,0.367,0.092,PZ32,Aptamer
dfold,7,5.285,17.066,0.253,0.361,0.118,PZ32,Aptamer
dfold,8,7.538,14.331,0.206,0.385,0.128,PZ32,Aptamer
dfold,9,7.652,19.634,0.229,0.441,0.051,PZ32,Aptamer
ding,1,19.834,8.262,0.223,0.682,0.449,PZ32,Aptamer
ding,2,17.137,10.229,0.212,0.704,0.446,PZ32,Aptamer
ding,3,19.35,8.039,0.207,0.687,0.462,PZ32,Aptamer
ding,4,16.586,8.967,0.263,0.738,0.444,PZ32,Aptamer
ding,5,20.703,6.952,0.263,0.696,0.464,PZ32,Aptamer
ding,6,23.231,8.051,0.278,0.735,0.473,PZ32,Aptamer
ding,7,20.915,8.572,0.246,0.67,0.464,PZ32,Aptamer
ding,8,18.139,8.809,0.221,0.693,0.402,PZ32,Aptamer
dokholyan,1,15.619,14.036,0.189,0.628,0.386,PZ32,Aptamer
dokholyan,2,3.614,28.185,0.29,0.426,0.295,PZ32,Aptamer
dokholyan,3,4.459,20.157,0.213,0.477,0.034,PZ32,Aptamer
farfar2,10,3.802,22.839,0.27,0.457,0.313,PZ32,Aptamer
farfar2,1,5.155,24.222,0.261,0.446,0.329,PZ32,Aptamer
farfar2,2,21.037,14.656,0.278,0.796,0.536,PZ32,Aptamer
farfar2,3,6.032,18.706,0.262,0.58,0.396,PZ32,Aptamer
farfar2,4,19.826,13.874,0.288,0.738,0.533,PZ32,Aptamer
farfar2,5,7.499,20.597,0.23,0.572,0.427,PZ32,Aptamer
farfar2,6,5.364,20.612,0.203,0.492,0.359,PZ32,Aptamer
farfar2,7,3.987,26.747,0.271,0.457,0.302,PZ32,Aptamer
farfar2,8,4.152,26.115,0.271,0.467,0.316,PZ32,Aptamer
farfar2,9,25.528,8.557,0.221,0.809,0.553,PZ32,Aptamer
nithin,1,7.75,22.688,0.137,0.356,0.265,PZ32,Aptamer
nithin,2,7.133,20.203,0.134,0.476,0.267,PZ32,Aptamer
nithin,3,7.066,26.738,0.125,0.357,0.258,PZ32,Aptamer
nithin,4,3.897,27.635,0.281,0.457,0.283,PZ32,Aptamer
nithin,5,18.426,13.916,0.246,0.644,0.424,PZ32,Aptamer
rnacomposer,1,3.881,19.442,0.164,0.255,0.27,PZ32,Aptamer
rnacomposer,2,3.913,21.219,0.134,0.339,0.258,PZ32,Aptamer
